"CE ID","Entity Type Code","Entity Name","Address 1","Address 2","City","State","Zip"
"1913","FP","FULTON COUNTY HEALTH DEPARTMENT","700 E OAK ST",,"CANTON","IL","61520"
"1915","FP","WELLSPAN YORK HOSPITAL OB/GYN","1101 EDGAR STREET","SUITE E","YORK","PA","17403"
"1919","FP","PUBLIC HEALTH DELTA AND MENOMINEE COUNTIES","909 TENTH AVE",,"MENOMINEE","MI","49858"
"1924","FP","PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO","2934 COVEY LANE",,"SUNNYSIDE","WA","98944"
"1931","FP","EAST CARROLL PHU","403 SECOND ST",,"LAKE PROVIDENCE","LA","71254"
"1969","FP","Planned Parenthood of Central and Greater Northern New Jersey (PPCGNNJ)","800 W MAIN ST",,"FREEHOLD","NJ","07728"
"1971","FP","REPRODUCTIVE HEALTH CENTER","699 RURAL AVENUE","SUITE 202","WILLIAMSPORT","PA","17701"
"1972","FP","CENTRAL MICHIGAN DISTRICT HEALTH DEPT","4329 220TH AVENUE",,"REED CITY","MI","49677"
"1986","FP","PLANNED PARENTHOOD  OF SOUTHERN NEW ENGLAND","111 Hazard Drive",,"ENFIELD","CT","06082"
"1990","FP","CITRUS COUNTY HEALTH DEPARTMENT","3700 W. SOVEREIGN PATH",,"LECANTO","FL","34461"
"1991","FP","ST LUCIE COUNTY HEALTH DEPARTMENT","714 Ave C",,"Fort Pierce","FL","34950"
"2007","FP","CORNERSTONE CARE","7 GLASSWORKS RD",,"GREENSBORO","PA","15338"
"2026","FP","MOUNTAIN HEALTH & COMMUNITY SERVICES","316 25TH STREET",,"SAN DIEGO","CA","92102"
"2030","FP","DISTRICT HEALTH DEPARTMENT NO 10","1049 NEWELL STREET",,"WHITE CLOUD","MI","49349"
"2035","FP","MID OHIO VALLEY HEALTH DEPARTMENT","211 SIXTH ST",,"PARKERSBURG","WV","26101"
"2039","FP","HASKELL COUNTY HEALTH DEPARTMENT","301 S DERBY-Box 398",,"SUBLETTE","KS","67877"
"2055","FP","HOBOKEN FAMILY PLANNING MULTISVC COMMUNITY CENTER","5305 HUDSON AVE",,"WEST NEW YORK","NJ","07093"
"2060","FP","NEBRASKA DEPT OF HEALTH & HUMAN SERVICES NEBRASKA REPRODUCTIVE HEALTH","301 CENTENNIAL MALL SO",,"LINCOLN","NE","68509"
"2062","FP","ESCAMBIA COUNTY HEALTH DEPARTMENT","8600 HWY 31 NORTH","SUITE 17","ATMORE","AL","36502"
"2064","FP","GILA RIVER HEALTH CARE CORPORATION","433 W. SEED FARM ROAD",,"SACATON","AZ","85147"
"2066","FP","DOH in Hillsborough County","508 NORTH MARYLAND AVENUE",,"PLANT CITY","FL","33563"
"2067","FP","PENNYRILE DISTRICT HEALTH DEPARTMENT","208 Outlet Ave.",,"EDDYVILLE","KY","42038"
"2069","FP","RHC SHICKSHINNY MED CTR","26 N MAIN ST",,"SHICKSHINNY","PA","18655"
"2075","FP","PLANNED PARENTHOOD MAR MONTE","201 29TH STREET","Suite B","SACRAMENTO","CA","95816"
"2077","FP","PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES","918 WEST FOOTHILL BOULEVARD","SUITE A","UPLAND","CA","91786"
"2099","FP","Health Department of Northwest Michigan","95 LIVINGSTON BLVD",,"GAYLORD","MI","49735"
"2107","FP","Los Angeles County, Department of Health Services","15930 CENTRAL AVE",,"LA PUENTE","CA","91744"
"2113","FP","JOHNSON NICHOLS HEALTH CLINIC, INC","1542 S. Bloomington Street","Suite 1300","GREENCASTLE","IN","46135"
"2134","FP","DUVAL COUNTY HEALTH DEPARTMENT","2344 S. 3rd Street",,"JACKSONVILLE, BEACH","FL","32250"
"2142","FP","BEAUREGARD PHU","216 EVANGELINE ST",,"DERIDDER","LA","70634"
"2148","FP","MECKLENBURG COUNTY HEALTH DEPARTMENT","969 Madison Street",,"BOYDTON","VA","23917"
"2161","FP","ARIZONA FAMILY HEALTH PARTNERSHIP","575 N IDAHO ST.","SUITE #307","APACHE JUNCTION","AZ","85119"
"2181","FP","DOH in Hillsborough County","3901 South Westshore Boulevard",,"TAMPA","FL","33611"
"2188","FP","NORTHEAST VALLEY HEALTH CORPORATION","11051 N.  O'MELVENY STREET",,"SAN FERNANDO","CA","91340"
"2191","FP","FAMILY HEALTH SERVICES","829 West Court St.",,"BEATRICE","NE","68310"
"2198","FP","SOUTHWEST DISTRICT HEALTH","46 WEST COURT ST",,"WEISER","ID","83672"
"2201","FP","MORROW COUNTY HEALTH DEPARTMENT","101 BOARDMAN AVENUE",,"BOARDMAN","OR","97818"
"2205","FP","HIGH POINT FP CLINIC","501 EAST GREEN DRIVE",,"HIGH POINT","NC","27260"
"2217","FP","CAROLINE COUNTY HEALTH DEPARTMENT","17202 RICHMOND TURNPIKE",,"Milford","VA","22514"
"2234","FP","LIVINGSTON COUNTY HEALTH DEPARTMENT","2077  Lakeville Road","Suite 3","AVON","NY","14414"
"2238","FP","CRAVEN COUNTY HEALTH DEPARTMENT","2818 NEUSE BLVD",,"NEW BERN","NC","28561"
"2247","FP","DALLAS COUNTY HOSPITAL DISTRICT","1400 N WESTMORELAND RD","Room 866","DALLAS","TX","75211"
"2253","FP","HOBOKEN FAMILY PLANNING MULTISVC COMMUNITY CENTER","1206 SUMMIT AVE",,"UNION CITY","NJ","07087"
"2281","FP","CATTARAUGUS COUNTY HEALTH DEPARTMENT","69 IROQUOIS DR",,"SALAMANCA","NY","14779"
"2285","FP","HAMPSHIRE COUNTY HEALTH DEPARTMENT","Route 50","HC 71 BOX 9","AUGUSTA","WV","26704"
"2286","FP","PLANNED PARENTHOOD OF ILLINOIS","1319 N. Veterans parkway",,"BLOOMINGTON","IL","61704"
"2296","FP","FAMILY HEALTH CENTERS OF SAN DIEGO","251 LANDIS AVENUE",,"CHULA VISTA","CA","91910"
"2307","FP","VAN BUREN COUNTY HEALTH UNIT","526 QUALITY DR",,"CLINTON","AR","72031"
"2310","FP","MULTNOMAH CO HEALTH DEPT","5329 NE MLK JR BLVD",,"PORTLAND","OR","97227"
"2323","FP","VISTA COMMUNITY CLINIC","134 GRAPEVINE ROAD",,"VISTA","CA","92083"
"2325","FP","Washington County","198 HWY 45 NORTH",,"PLYMOUTH","NC","27962"
"2327","FP","LAWRENCE COUNTY HEALTH DEPARTMENT","2122 SOUTH 8TH STREET",,"IRONTON","OH","45638"
"2331","FP","WYTHE COUNTY HEALTH DEPARTMENT","290 56th St Ste 300",,"WYTHEVILLE","VA","24382"
"2340","FP","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS COMMONWEALTH HEALTHCARE CORPORATION","LOWER NAVY HILL ROAD",,"SAIPAN","MP","96950"
"2341","FP","BERRIEN COUNTY HEALTH DEPT","2149 E. Napier Ave",,"BENTON HARBOR","MI","49022"
"2354","FP","DICKINSON IRON DISTRICT HEALTH DEPARTMENT","818 PYLE DRIVE",,"KINGSFORD","MI","49802"
"2357","FP","LEXINGTON FAYETTE COUNTY HEALTH DEPARTMENT","650 NEWTOWN PIKE",,"LEXINGTON","KY","40508"
"2372","FP","BUCKINGHAM COUNTY HEALTH DEPARTMENT","80 Administration Lane",,"BUCKINGHAM","VA","23921"
"2382","FP","PLANNED PARENTHOOD OF WESTERN PENNSYLVANIA, INC.","933 LIBERTY AVENUE",,"PITTSBURGH","PA","15222"
"2394","FP","HIGHLAND COUNTY COMMUNITY ACTION PARTNERSHIP","62 EAST SUGARTREE STREET",,"WILMINGTON","OH","45177"
"2407","FP","NEW BEDFORD FAMILY PLANNING","651 ORCHARD ST",,"NEW BEDFORD","MA","02744"
"2420","FP","ARIZONA FAMILY HEALTH PARTNERSHIP","302 E. 5TH STREET",,"ELOY","AZ","85131"
"2421","FP","Planned Parenthood of the Great Northwest and the Hawaiian Islands","3231 GLACIER HWY",,"JUNEAU","AK","99801"
"2422","FP","RANDOLPH COUNTY HEALTH DEPARTMENT","320 MAIN ST",,"ROANOKE","AL","36274"
"2435","FP","SOUTHEASTERN DISTRICT HEALTH DEPARTMENT","55 EAST 1ST SOUTH",,"SODA SPRINGS","ID","83276"
"2447","FP","NECAC","423 EAST LOGAN",,"MOBERLY","MO","65270"
"2455","FP","DIMOCK COMMUNITY HEALTH CENTER","55 DIMOCK ST",,"ROXBURY","MA","02119"
"2487","FP","OTTAWA COUNTY HEALTH DEPARTMENT","1207 S. Beechtree Street, Ste. B",,"GRAND HAVEN","MI","49417"
"2493","FP","SC DHEC Pee Dee Region Florence Co Lake City FP","137 N Acline St",,"Lake City","SC","29560"
"2505","FP","CUMBERLAND COUNTY HEALTH DEPT","15 FOSTER RD",,"CUMBERLAND","VA","23030"
"2512","FP","MONTGOMERY GENERAL HOSPITAL","STUDENT HEALTH, SUITE 200",,"MONTGOMERY","WV","25316"
"2533","FP","ARKANSAS COUNTY HEALTH UNIT  DEWITT","1616 S MADISON",,"DEWITT","AR","72042"
"2551","FP","TULSA COUNTY HEALTH DEPARTMENT","315 SOUTH UTICA",,"TULSA","OK","74104"
"2556","FP","MARTHAS VINEYARD FP","517 STATE RD",,"VINEYARD HAVEN","MA","02568"
"2578","FP","PLANNED PARENTHOOD OF SOUTHERN NEW ENGLAND","111 POINT ST",,"PROVIDENCE","RI","02903"
"2579","FP","ACCESS HEALTH OB/GYN","410 Carriage Drive",,"BECKLEY","WV","25801"
"2584","FP","Planned Parenthood South Atlantic","522 GRAND CENTRAL AVE",,"VIENNA","WV","26105"
"2605","FP","Open Door Health Services","2525 E. 10TH STREET",,"ANDERSON","IN","46012"
"2606","FP","NEPA COMMUNITY HEALTHCARE","25066 STATE ROUTE 11",,"HALLSTEAD","PA","18822"
"2611","FP","ARTESIA PUBLIC HEALTH OFFICE","1001 MEMORIAL DRIVE",,"ARTESIA","NM","88210"
"2633","FP","TODD COUNTY HEALTH DEPARTMENT","205 McReynolds Drive",,"Elkton","KY","42220"
"2642","FP","Planned Parenthood of Greater Ohio","4018 MEDINA ROAD","SUITE C","MEDINA","OH","44256"
"2646","FP","MEIGS COUNTY HEALTH DEPARTMENT","112 E MEMORIAL DRIVE, SUITE A",,"POMEROY","OH","45769"
"2662","FP","Stoddard County Public Health Center","1001 N STATE HWY 25",,"BLOOMFIELD","MO","63825"
"2666","FP","PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES (PPOSBC)","26137 LA PAZ ROAD, SUITE 200",,"MISSION VIEJO","CA","92691"
"2673","FP","JESSAMINE COUNTY HEALTH DEPARTMENT","210 EAST Walnut STREET",,"NICHOLASVILLE","KY","40356"
"2676","FP","Dallas County Hospital District dba Parkland Health & Hospital System","802 HOPKINS","Room 269","GARLAND","TX","75040"
"2683","FP","Public Health - Idaho North Central District","333 EAST PALOUSE RIVER DR",,"MOSCOW","ID","83843"
"2687","FP","DIXIE HEALTH CENTER","7219 DIXIE HIGHWAY",,"LOUISVILLE","KY","40258"
"2691","FP","OWEN COUNTY HEALTH SERVICES","645 WEST MORGAN STREET",,"SPENCER","IN","47460"
"2696","FP","WELLONE","36 BRIDGEWAY",,"PASCOAG","RI","02859"
"2700","FP","PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES (PPOSBC)","1421 EAST 17TH STREET",,"SANTA ANA","CA","92705"
"2705","FP","ST JAMES PHU","29170 Health Unit Street",,"Vacherie","LA","70090"
"2714","FP","SOUTH PLAINS PUBLIC HEALTH DISTRICT","503 SOUTH 1ST",,"LAMESA","TX","79331"
"2723","FP","SC DHEC Upstate Region Abbeville Co FP","905 W Greenwood St",,"Abbeville","SC","29620"
"2725","FP","MULTNOMAH CO HEALTH DEPT","ROOSEVELT HIGH SCHOOL","6941 N CENTRAL ST","PORTLAND","OR","97203"
"2736","FP","ALIVIO MEDICAL CENTER","966 W 21 ST",,"CHICAGO","IL","60608"
"2741","FP","PLANNED PARENTHOOD - NEW ALBANY","2708 PAOLI PIKE","SUITE J","NEW ALBANY","IN","47150"
"2749","FP","OUACHITA COUNTY HEALTH UNIT","740 CALIFORNIA AVE SW",,"CAMDEN","AR","71701"
"2797","FP","FAMCARE INC","30 MAGNOLIA AVE",,"BRIDGETON","NJ","08302"
"2803","FP","QUITMAN COUNTY HEALTH DEPARTMENT","235 CHESTNUT STREET",,"MARKS","MS","38646"
"2809","FP","HOWARD COUNTY HEALTH DEPARTMENT","Howard County Health Department- COLUMBIA HEALTH CENTER","8930 Stanford Blvd.","COLUMBIA","MD","21045"
"2812","FP","CONEY ISLAND HOSPITAL","2601 OCEAN PKWY",,"BROOKLYN","NY","11235"
"2823","FP","AVOYELLES PHU BUNKIE","406 Walnut Street",,"BUNKIE","LA","71322"
"2826","FP","PUBLIC HEALTH SEATTLE & KING COUNTY AT EASTGATE","14350 SE EASTGATE WAY",,"BELLEVUE","WA","98007"
"2834","FP","LATTERMAN HEALTH CENTER","2347 FIFTH AVENUE",,"MCKEESPORT","PA","15132"
"2838","FP","SPENCER COUNTY HEALTH DEPARTMENT","88 SPEARS DRIVE",,"TAYLORSVILLE","KY","40071"
"2842","FP","UNICOI COUNTY HEALTH DEPARTMENT","101 Okolona Drive",,"Erwin","TN","37650"
"2848","FP","PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES","1873 COMMERCENTER WEST",,"SAN BERNARDINO","CA","92408"
"2864","FP","PLANNED PARENTHOOD OF SOUTHERN NEW ENGLAND","45 FRANKLIN STREET",,"NEW LONDON","CT","06320"
"2872","FP","HEALTH AND HOSPITAL-ESKENAZI HEALTH","6940 N. Michigan Road",,"Indianapolis","IN","46268"
"2874","FP","MONONGALIA COUNTY HEALTH DEPARTMENT","453 VAN VOORHIS RD",,"MORGANTOWN","WV","26505"
"2886","FP","L.A. COUNTY DEPARTMENT OF HEALTH SERVICES","335 B EAST AVE","K-6","LANCASTER","CA","93534"
"2917","FP","AccessMatters","1700 MARKET STREET 18TH FLOOR",,"PHILADELPHIA","PA","19103"
"2943","FP","LAKE CUMBERLAND DISTRICT HEALTH DEPARTMENT","500 BOURNE AVENUE",,"SOMERSET","KY","42501"
"2952","FP","BAY CLINIC INC","73 Puuhonu Place, Ste. 2014",,"Hilo","HI","96720"
"2968","FP","FAMILYCARE-TEAYS VALLEY","97-6 GREAT TEAYS BOULEVARD",,"SCOTT DEPOT","WV","25560"
"2985","FP","LOS LUNAS PUBLIC HEALTH OFFICE","445 CAMINO DEL REY",,"LOS LUNAS","NM","87031"
"2987","FP","CENTRAL IOWA FAMILY PLANNING, INC.","717 FIFTH AVE, SUITE 4",,"GRINNELL","IA","50112"
"2989","FP","NORTHEAST VALLEY HEALTH CORPORATION","7843 LANKERSHIM BLVD",,"NORTH HOLLYWOOD","CA","91606"
"2995","FP","CENTRAL MICHIGAN DISTRICT HEALTH DEPARTMENT","103 N BOWERY",,"GLADWIN","MI","48624"
"3000","FP","CUMBERLAND COUNTY HEALTH DEPARTMENT","226 COPPER LANE",,"BURKESVILLE","KY","42717"
"3019","FP","OWSLEY COUNTY HEALTH DEPARTMENT","HIGHWAY  28",,"BOONEVILLE","KY","41314"
"3022","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","2320 EAST HIGHWAY 12","SUITE 6","WILLMAR","MN","56201"
"3025","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","91 Viking Drive West",,"Little Canada","MN","55117"
"3026","FP","PLANNED PARENTHOOD MID AND SOUTH MICHIGAN","1161 NAPIER AVENUE",,"BENTON HARBOR","MI","49022"
"3047","FP","Richmond City Health District","436 CALHOUN ST.",,"RICHMOND","VA","23224"
"3052","FP","GRAINGER COUNTY HEALTH DEPARTMENT","185 Justice Center Drive",,"Rutledge","TN","37861"
"3071","FP","FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","823 GATEWAY CENTER WAY",,"SAN DIEGO","CA","92102"
"3072","FP","Southern Jamaica Plain Health Center","640 CENTRE STREET",,"JAMAICA PLAIN","MA","02130"
"3089","FP","LINN CO HEALTH DEPT","1600 S MAIN STREET",,"LEBANON","OR","97355"
"3121","FP","LITTLE MEADOW HEALTH CENTER - PICKHELCZAR","100 S. PICKENS ROAD",,"HELVETIA","WV","26224"
"3126","FP","COMANCHE COUNTY HEALTH DEPARTMENT","207 S WASHINGTON",,"COLDWATER","KS","67029"
"3138","FP","ONSLOW COUNTY HEALTH DEPARTMENT","612 COLLEGE ST",,"JACKSONVILLE","NC","28540"
"3143","FP","CLARK COUNTY HEALTH DEPARTMENT","400 PROFESSIONAL AVENUE",,"WINCHESTER","KY","40391"
"3172","FP","VI DEPT OF HEALTH FAMILY PLANNING","Cruz Bay",,"St. John","VI","00804"
"3180","FP","PUBLIC HEALTH SOLUTIONS","40 WORTH STREET","5TH FL","NEW YORK","NY","10013"
"3192","FP","HARRISONBURG ROCKINGHAM HEALTH DEPARTMENT","110 N MASON ST",,"HARRISONBURG","VA","22802"
"3195","FP","MECKLENBURG COUNTY HEALTH DEPARTMENT","249 BILLINGSLEY ROAD",,"CHARLOTTE","NC","28211"
"3219","FP","DELTA HEALTH CARE","4662 PRECISSI LANE SUITE #200",,"STOCKTON","CA","95207"
"3221","FP","ITAWAMBA COUNTY HEALTH DEPARTMENT","110 CRANE STREET",,"FULTON","MS","38843"
"3228","FP","MADISON COUNTY HEALTH DEPARTMENT - RICHMOND CLINIC","214 BOGGS LANE",,"RICHMOND","KY","40475"
"3231","FP","ELLSWORTH COUNTY HEALTH DEPARTMENT","1603 AYLWARD AVE",,"ELLSWORTH","KS","67439"
"3235","FP","STRAWBERRY MANSION HEALTH CENTER","2840 WEST DAUPHIN ST",,"PHILADELPHIA","PA","19132"
"3248","FP","QUEEN ANNES COUNTY HEALTH DEPARTMENT","206 N COMMERCE ST",,"CENTREVILLE","MD","21617"
"3249","FP","PLANNED PARENTHOOD - GARY","1124 BROADWAY",,"GARY","IN","46407"
"3250","FP","ARIZONA FAMILY HEALTH PARTNERSHIP","1235 S GILBERT #20",,"MESA","AZ","85204"
"3265","FP","PLANNED PARENTHOOD SHASTA DIABLO, INC/DBA PLANNED PARENTHOOD SHASTA PACIFIC","1104 BUCHANAN RD, #C10",,"ANTIOCH","CA","94509"
"3276","FP","LARIMER COUNTY HEALTH DEPARTMENT","205 EAST SIXTH STREET",,"LOVELAND","CO","80537"
"3278","FP","GALLUP PUBLIC HEALTH OFFICE","1919 COLLEGE DR",,"GALLUP","NM","87301"
"3279","FP","PERRY COUNTY HEALTH DEPARTMENT","31 Medical Drive",,"Linden","TN","37096"
"3282","FP","VALLEY HEALTH - STEPPTOWN","#3 ADENA DRIVE",,"KERMIT","WV","25674"
"3290","FP","SAMUEL DIXON FAMILY HEALTH CENTER, INC.","30257 SAN MARTINEZ RD",,"VAL VERDE","CA","91384"
"3291","FP","ALAMANCE COUNTY HEALTH DEPARTMENT","319 N GRAHAM-HOPEDALE RD","SUITE B","BURLINGTON","NC","27217"
"3292","FP","CORNERSTONE CARE","140 CHURCH ST","SUITE 102","ROGERSVILLE","PA","15359"
"3299","FP","MORTON COUNTY HEALTH DEPARTMENT","625 COLORADO ST",,"ELKHART","KS","67950"
"3303","FP","PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND","281 MAIN ST",,"BIDDEFORD","ME","04005"
"3306","FP","PLANNED PARENTHOOD OF DELAWARE","625 SHIPLEY STREET",,"WILMINGTON","DE","19801"
"3314","FP","FAMILYCARE-MADISON","515 MAIN STREET",,"MADISON","WV","25130"
"3322","FP","PLANNED PARENTHOOD MOHAWK HUDSON","1424 GENESEE STREET",,"UTICA","NY","13502"
"3323","FP","LAKE COUNTY HEALTH DEPARTMENT","2400 BELVIDERE RD",,"WAUKEGAN","IL","60085"
"3335","FP","Family Planning of North Central Washington","210 GOVERNMENT RD",,"MATTAWA","WA","99349"
"3344","FP","PLANNED PARENTHOOD MID AND SOUTH MICHIGAN","G 1235 S CENTER RD","UNIT 17","BURTON","MI","48509"
"3346","FP","CENTRAL HEALTH CENTER INC","4503 2ND AVENUE, STE. 209",,"KEARNEY","NE","68847"
"3351","FP","ROOKS COUNTY HEALTH DEPARTMENT","426 MAIN",,"STOCKTON","KS","67669"
"3354","FP","ASSUMPTION PHU","158 HWY 1008",,"NAPOLEONVILLE","LA","70390"
"3361","FP","TRANSYLVANIA COUNTY HEALTH DEPARTMENT","98 E. MORGAN ST.",,"BREVARD","NC","28712"
"3376","FP","MOBILE COUNTY HEALTH DEPARTMENT","248 COX ST",,"MOBILE","AL","36604"
"3389","FP","WEAKLEY COUNTY HEALTH DEPARTMENT","9852 Highway 22",,"Dresden","TN","38225"
"3392","FP","BERKELEY COUNTY HEALTH DEPARTMENT","800 EMMETT ROUSCH DR",,"MARTINSBURG","WV","25401"
"3396","FP","CALCASIEU PHU LAKE CHARLES","3236 KIRKMAN ST",,"LAKE CHARLES","LA","70601"
"3403","FP","FAMILY PLANNING PLUS","99 NORTH JUNIATA STREET","SUITE A","LEWISTOWN","PA","17044"
"3429","FP","SAN JUAN BASIN HEALTH DEPARTMENT","502 SOUTH 8TH ST",,"PAGOSA SPRINGS","CO","81147"
"3431","FP","DISTRICT HEALTH DEPARTMENT NO 2","311 LAKE STREET",,"HARRISVILLE","MI","48740"
"3442","FP","BRADLEY COUNTY HEALTH DEPARTMENT","201 Dooley St. S. E.",,"Cleveland","TN","37311"
"3443","FP","ELLIOTT COUNTY HEALTH DEPARTMENT","109 DAVID BLAIR BOULEVARD",,"SANDY HOOK","KY","41171"
"3454","FP","Mahube-Otwa Community Action Partnership, INC. Family Health","1125 West River Road",,"Detroit Lakes","MN","56502"
"3456","FP","PLANNED PARENTHOOD OF SEPA","2081 E. HIGH ST",,"POTTSTOWN","PA","19464"
"3460","FP","NEIGHBORHOOD HEALTHCARE","10039 VINE ST",,"LAKESIDE","CA","92040"
"3470","FP","VERMILION PHU","2501 W. Charity Street",,"ABBEVILLE","LA","70510"
"3484","FP","WRI ENTERPRISE CORP","URB. MAYAGUEZ TERRACE; CALLE JOSE A.","ARRARAS; G 15 B MARGINAL","MAYAGUEZ","PR","00680"
"3523","FP","TUSCOLA CO HEALTH DEPT","1309 CLEAVER RD","SUITE B","CARO","MI","48723"
"3540","FP","OZARKS AREA COMMUNITY ACTION CORPORATION","610 EAST STATE STREET",,"MOUNTAIN GROVE","MO","65711"
"3553","FP","TRI RIVERS Family Planning, Inc.","101 HWY A",,"MONTICELLO","MO","63457"
"3558","FP","CARLSBAD PUBLIC HEALTH OFFICE","1306 W STEVENS AVE",,"CARLSBAD","NM","88220"
"3565","FP","NORTH IOWA COMMUNITY ACTION ORGANIZATION","100 1ST ST NW STE 200",,"MASON CITY","IA","50401"
"3626","FP","WORCESTER COUNTY HEALTH DEPARTMENT","6040 PUBLIC LANDING ROAD",,"SNOW HILL","MD","21863"
"3631","FP","LAS VEGAS PUBLIC HEALTH OFFICE","18 GALLEGOS ROAD",,"LAS VEGAS","NM","87701"
"3640","FP","NORTH SHORE/LONG ISLAND JEWISH HEALTH SYSTEM","270-05 76th Avenue",,"NEW HYDE PARK","NY","11040"
"3644","FP","UPMC FAMILY HEALTH SERVICES","195 MEMORIAL AVE","SUITE 3","EVERT","PA","15537"
"3653","FP","PLANNED PARENTHOOD OF MD, INC.","330 NORTH HOWARD STREET",,"BALTIMORE","MD","21201"
"3656","FP","LAFAYETTE COUNTY HEALTH DEPARTMENT","140 S.W. VIRGINIA CIRCLE",,"MAYO","FL","32066"
"3659","FP","DURHAM COUNTY HEALTH DEPARTMENT","Durham County Human Services Building","414 EAST MAIN STREET","DURHAM","NC","27701"
"3661","FP","MONTGOMERY COUNTY HEALTH DEPARTMENT","117 CIVIC CENTER",,"MOUNT STERLING","KY","40353"
"3666","FP","MARION COUNTY HEALTH DEPARTMENT","516 NORTH SPALDING",,"LEBANON","KY","40033"
"3690","FP","TROUSDALE COUNTY HEALTH DEPARTMENT","541 East Main Street",,"Hartsville","TN","37074"
"3707","FP","KENTON COUNTY HEALTH DEPARTMENT","2002 MADISON AVENUE",,"COVINGTON","KY","41014"
"3712","FP","CALHOUN COUNTY HEALTH DEPARTMENT","3400 MCCLELLAN BLVD",,"ANNISTON","AL","36201"
"3747","FP","WEBSTER COUNTY HEALTH DEPARTMENT","112 BELL STREET","SUITE C","WEBSTER SPRINGS","WV","26288"
"3773","FP","SHARP COUNTY HEALTH UNIT","724 ASH FLAT DRIVE",,"ASH FLAT","AR","72513"
"3782","FP","FRANKLIN PHU","6614 MAIN ST",,"WINNSBORO","LA","71295"
"3788","FP","FAMILY PLANNING ASSOCIATION OF NORTHEAST OHIO, INC.","510 WEST 44TH ST","SUITE 2","ASHTABULA","OH","44004"
"3794","FP","JEFFERSON COUNTY HEALTH DEPT","1818 LONEDELL DR",,"ARNOLD","MO","63010"
"3797","FP","ROCKLAND COUNTY HEALTH DEPARTMENT","50 SANATORIUM ROAD","BUILDING D, Room 157","POMONA","NY","10970"
"3804","FP","COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE","880 NORTH STATE ST",,"HEMET","CA","92543"
"3821","FP","CRAIG COUNTY HEALTH DEPARTMENT","324 MAIN ST",,"NEW CASTLE","VA","24127"
"3828","FP","BRACKEN COUNTY HEALTH DEPARTMENT","429 FRANKFORT STREET",,"BROOKSVILLE","KY","41004"
"3830","FP","TEXARKANA BOWIE COUNTY FAMILY HEALTH CENTER","902 W 12TH Street",,"TEXARKANA","TX","75501"
"3831","FP","PAMLICO COUNTY HEALTH DEPARTMENT","203 NORTH STREET",,"BAYBORO","NC","28515"
"3833","FP","DISTRICT HEALTH DEPT NO 10","521 COBBS ST",,"CADILLAC","MI","49601"
"3862","FP","SOUTH DAKOTA DEPARTMENT OF HEALTH","402 SOUTH MAIN STREET",,"ABERDEEN","SD","57401"
"3868","FP","WILKES COUNTY HEALTH DEPARTMENT","306 COLLEGE ST",,"WILKESBORO","NC","28697"
"3871","FP","Charles River Community Health","495 WESTERN AVE",,"Brighton","MA","02135"
"3876","FP","NELSON COUNTY HEALTH DEPARTMENT","4038 Thomas Nelson Highway",,"Arrington","VA","22922"
"3877","FP","MGH CHELSEA STUDENT HEALTH CENTER","299 EVERETT AVE",,"CHELSEA","MA","02150"
"3892","FP","DYER COUNTY HEALTH DEPARTMENT","1755 Parr Ave",,"Dyersburg","TN","38024"
"3896","FP","PLANNED PARENTHOOD OF THE NORTH COUNTRY NEW YORK, INC.","9 MINER ST",,"CANTON","NY","13617"
"3897","FP","CLAY COUNTY HEALTH DEPARTMENT","330 SHAMROCK ROAD",,"MANCHESTER","KY","40962"
"3899","FP","PALM BEACH COUNTY HEALTH DEPARTMENT","38754 STATE ROAD 80",,"BELLE GLADE","FL","33430"
"3901","FP","Family Planning Association of Maine","218 PENOBSCOT STREET",,"RUMFORD","ME","04276"
"3905","FP","NEVADA DEPT OF HHS,DIVISION OF PUBLIC & BEHAVIORAL HEALTH","727 FAIRVIEW DR","SUITE A","CARSON CITY","NV","89701"
"3915","FP","DODDRIDGE COUNTY HEALTH DEPARTMENT","60 Pennsylvania Street",,"WEST UNION","WV","26456"
"3935","FP","TAPESTRY HEALTH SYSTEMS, INC.","16 CENTER STREET","SUITE 415","NORTHAMPTON","MA","01060"
"3939","FP","NEWTON COUNTY HEALTH DEPARTMENT","15776 HIGHWAY 15 NORTH",,"DECATUR","MS","39327"
"3947","FP","SC DHEC Pee Dee Region Horry Co Myrtle Beach FP","700 21st Ave N",,"Myrtle Beach","SC","29577"
"3948","FP","11TH STREET FAMILY HEALTH CENTER","850 NORTH 11TH ST",,"PHILADELPHIA","PA","19123"
"3953","FP","FAMILY HEALTHCARE NETWORK","12586 AVENUE 408",,"OROSI","CA","93647"
